reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion;
f1d93333-d030-40c7-a595-d9e3363805d7,Vanda Selabica,https://play-lh.googleusercontent.com/a-/ALV-UjWkQvRemVfkhhxjbK7lScxC0m3RGTbF7Ha-ny_6dJyDHwZRNO49,apk lemot bgt buset,1,0,21.3.5-PROD,2026-03-05 01:07:34,,,21.3.5-PROD;
01d442aa-cae2-4ace-98d7-1a493d1f4309,Rizqi Alkhairi,https://play-lh.googleusercontent.com/a/ACg8ocJvxVsAgKVtNTa375vTgONlFP8tAZvMMjLv5Af6Ptjw1Os--g=mo,lu mau internet sekencang apa?,1,0,21.3.5-PROD,2026-03-04 14:48:04,,,21.3.5-PROD;
"e1ab8869-4a60-4965-8f6f-a04337fd3a65,Muhammad Amin,https://play-lh.googleusercontent.com/a/ACg8ocIsj2aVjntNxsBoyKFNQ95qtLFzC7vZTPoG9oidkzbp0yjerg=mo,""barangnya pas dihati , harga nya pas di dompet"",5,0,21.2.1-PROD,2026-03-04 10:24:31,,,21.2.1-PROD";
"29d6a939-319a-444a-a5a4-e90e60149f19,nzw Ghrsy,https://play-lh.googleusercontent.com/a/ACg8ocL-7UuJCVPNfftD_08IuCloohpyrhDGuYxEBPinEV1cay7nuyDy=mo,""kenapa susah mau mau isi tanggal lahir juga, angka selalu ga sesuai katanya ga jelas. pdhl sengaja pake apk ini biar bisa beli online gausa jauh, tp malah susah"",3,0,21.3.1-PROD,2026-02-10 03:57:38,,,21.3.1-PROD";
1e77f36f-136c-469d-9a52-fa1a9ab7ecbf,dewi generali,https://play-lh.googleusercontent.com/a-/ALV-UjUHEMxtFTa4rzgsjBGHwK_CPDpQDsETGx3vJLkEiZ42v7TFg1-S,mantap..,5,0,,2026-02-07 04:46:36,,,;
"fc923ba0-65a5-4db4-8a66-e5d266203340,Ahmad Bemby,https://play-lh.googleusercontent.com/a-/ALV-UjUXyikCFptG4CU0Q-Ybl2pBr0KakQg0obz4W3idW2BDZNvJvMA8,""puas banget belanja disini, pengembalian mudah, sering diskon jg mantep"",5,0,21.2.1-PROD,2026-01-22 13:14:10,,,21.2.1-PROD";
"db51af74-2c85-4aba-b6c1-270f3802c939,mulyo utomo,https://play-lh.googleusercontent.com/a/ACg8ocKsVOP-xyCFbakp2LsaOayVgwtVsGo4SaK7j-Hc0n0PTvHFoQ=mo,""pengiriman lama bgt, sudah 6 hari paket belum sampai2, gak jelas dan gak profesional sama sekali"",1,2,21.2.1-PROD,2026-01-19 02:02:36,,,21.2.1-PROD";
0ef7af5a-1ffe-4b1d-8898-e3f0598abb4c,Yusuf Dev,https://play-lh.googleusercontent.com/a/ACg8ocIWyTvEy0x1WSCy7PtNIA15d6leSak8Rxx8Dp8cJYV4pkdSUw=mo,sudah order dan jadi member pas login pake akun yg sama malah gak bisa,1,1,21.2.0-PROD,2026-01-01 00:14:16,,,21.2.0-PROD;
11aa36b1-308d-48b4-b617-edc8c880d45c,ᮖᮜ᮪ᮓᮤ ᮞᮤᮒᮦᮕᮥ,https://play-lh.googleusercontent.com/a-/ALV-UjVrffVmRJFs506Q9dl6zCfh3NZOnMwmF9sUCff1QSVTgXH5mDbmBQ,Gak bisa belanja online langsung dari aplikasinya,5,0,,2025-12-11 13:22:25,,,;
db54bfe7-8b38-4a85-8401-e20498766c5a,Karim Abdurrahman Al-Kahfi,https://play-lh.googleusercontent.com/a-/ALV-UjW-r9J4WQrDzBYKlxjpUWQdoigP5Z_JVjJUKUX-aYytpEl9KjPM,aplikasi rusak,1,0,21.1.5-PROD,2025-12-01 15:34:41,,,21.1.5-PROD;
7b31ce65-ad93-4e5b-8cae-f3390761dc9e,Vincent,https://play-lh.googleusercontent.com/a-/ALV-UjXPvFfnDOdXZESlje-PeUNc3yJr5HSLJSq5Y54v9xGLoDJTVppV,sangat susah mau login,1,0,21.1.5-PROD,2025-11-27 16:25:49,,,21.1.5-PROD;
541ed13a-a20e-4e0a-acb9-d856d1ea444f,Made Ari,https://play-lh.googleusercontent.com/a-/ALV-UjXv9Rr4IxkJdYovf7wxll0JdtNRUPkWI6YFj5d_8Yf7nrR2e4N5Hg,Aplikasi ngga jelas log in ngulang terus ngga masuk masuk 🥺,1,0,,2025-11-27 14:22:31,,,;
"a1db7390-9e97-4a25-8f82-64006ad6c94d,Dimas Wibowo,https://play-lh.googleusercontent.com/a-/ALV-UjWSimNJBS2gElvKb0wuCyRYkuArWT2jeqsbenrRgd-mBvWhK_o,""Tidak bisa buat member, spam email"",1,0,,2025-11-25 07:53:25,,,";
985c90de-074b-4f22-a8c4-fa06f7bd5264,Tommy Suteja,https://play-lh.googleusercontent.com/a/ACg8ocKjXa-DjnMwrFbAtpCEkH039CqYWfTIC4h51GjP0VChGmkZ3g=mo,bikin member ngak bisa..bolak balik,1,0,,2025-11-12 15:48:55,,,;
